iter	Logloss
0	0.480877937
1	0.3509436625
2	0.2876451376
3	0.2490361466
4	0.2167744885
5	0.1940653061
6	0.1770516109
7	0.1632942587
8	0.1543915052
9	0.1408016908
10	0.1331943263
11	0.1244102014
12	0.1181162527
13	0.1150037669
14	0.111878017
15	0.1073118142
16	0.1034587168
17	0.1001951023
18	0.09746869435
19	0.09468358556
20	0.09237117556
21	0.09092404127
22	0.08832446934
23	0.08437862937
24	0.08230097979
25	0.08093261295
26	0.07968186816
27	0.07805270749
28	0.07656017193
29	0.07397621896
30	0.07284102233
31	0.0719886522
32	0.07123529266
33	0.07029231204
34	0.06894657415
35	0.06799832739
36	0.06688288103
37	0.0658683133
38	0.06515010397
39	0.06443797901
40	0.06399201044
41	0.06145455379
42	0.06053846249
43	0.05950195588
44	0.05883822478
45	0.05820142933
46	0.05708519966
47	0.05635419086
48	0.05582149739
49	0.05485207396
50	0.05383797596
51	0.05337181029
52	0.05263300714
53	0.05199414459
54	0.05160594246
55	0.05078806086
56	0.04969120969
57	0.0491719305
58	0.04863781451
59	0.04793478085
60	0.04683673199
61	0.04618769074
62	0.04534649115
63	0.04498317549
64	0.0444985676
65	0.04408981926
66	0.04353445881
67	0.04288660497
68	0.04234231786
69	0.04200292789
70	0.04142261717
71	0.04111149191
72	0.04075445
73	0.04012787597
74	0.03977641052
75	0.03941511224
76	0.03904709217
77	0.03854957411
78	0.03818120735
79	0.03780039446
80	0.0373653735
81	0.03702697904
82	0.03667747708
83	0.03627224509
84	0.03607321391
85	0.03586113207
86	0.03535086689
87	0.0349722149
88	0.03459810094
89	0.03437496605
90	0.03393488911
91	0.03372361739
92	0.0333194278
93	0.03314005714
94	0.0329264294
95	0.03240443315
96	0.0322509736
97	0.03204413113
98	0.03179616217
99	0.03168261013
100	0.03148634655
101	0.0312909414
102	0.03117215035
103	0.03073321073
104	0.03063948442
105	0.03028622671
106	0.03012553683
107	0.02983463668
108	0.02962605129
109	0.02947581884
110	0.02930736578
111	0.02898925824
112	0.02874913699
113	0.02852528926
114	0.02830283775
115	0.0281147057
116	0.02781431365
117	0.02768209477
118	0.02753338568
119	0.02734864475
120	0.02725569095
121	0.02694620487
122	0.02679821704
123	0.02657672488
124	0.02639259431
125	0.02623051041
126	0.02593359418
127	0.02586188755
128	0.02569748772
129	0.02562587321
130	0.02551200569
131	0.0253352959
132	0.02520917381
133	0.02508250552
134	0.02496075456
135	0.0245162678
136	0.02412558111
137	0.02392023062
138	0.02379603772
139	0.02356096516
140	0.02350762809
141	0.02345303738
142	0.02333920286
143	0.02316467164
144	0.02292626461
145	0.02262739704
146	0.02247655275
147	0.02229898783
148	0.02209969605
149	0.02194449444
150	0.02186667151
151	0.02170460704
152	0.02159342659
153	0.02148471637
154	0.02140111607
155	0.02128363471
156	0.02121736916
157	0.0211488662
158	0.0210671437
159	0.02104269074
160	0.02095106993
161	0.02089381178
162	0.02075245334
163	0.02063312069
164	0.02056311492
165	0.02050907992
166	0.02042442012
167	0.02036657037
168	0.02009265957
169	0.01990549983
170	0.01978048455
171	0.01964710432
172	0.01959563359
173	0.0195397874
174	0.0194463557
175	0.01936395392
176	0.01927635974
177	0.01924169292
178	0.01910961345
179	0.01906278929
180	0.01897512868
181	0.01891551705
182	0.01886558139
183	0.01879204232
184	0.01869364275
185	0.01860119051
186	0.01856272729
187	0.0184269986
188	0.01828347846
189	0.01814088717
190	0.01809506579
191	0.01803398998
192	0.01799913485
193	0.01792930909
194	0.01788281257
195	0.01785717303
196	0.01779218776
197	0.01775325719
198	0.01771436845
199	0.01767933098
200	0.01760758149
201	0.017554931
202	0.01751061636
203	0.01742799127
204	0.01734494064
205	0.01725636593
206	0.0172411873
207	0.01717410188
208	0.01710317213
209	0.01703791763
210	0.01694932434
211	0.01687305993
212	0.01670090173
213	0.01655050267
214	0.01655036098
215	0.01653752003
216	0.01651941655
217	0.01648426967
218	0.01645776277
219	0.01640247804
220	0.01635077564
221	0.01631914468
222	0.01628780343
223	0.01619054703
224	0.01611224867
225	0.01607313305
226	0.01599649546
227	0.01590595224
228	0.0158139344
229	0.01575140458
230	0.01571705155
231	0.01567584321
232	0.01564555825
233	0.01562239889
234	0.01560654013
235	0.01540481736
236	0.01536033502
237	0.01532975543
238	0.01530018845
239	0.01528275484
240	0.01520842592
241	0.0151959542
242	0.01512897987
243	0.01510621871
244	0.01505266595
245	0.01500489646
246	0.01498211571
247	0.01491503452
248	0.01479918351
249	0.01466199189
250	0.01460788345
251	0.01458511931
252	0.01448335161
253	0.01440197477
254	0.01433772025
255	0.01428070229
256	0.01426426775
257	0.0142641997
258	0.014222346
259	0.01416966643
260	0.01413474738
261	0.01405585357
262	0.01397147351
263	0.0139088064
264	0.01387819094
265	0.01383924869
266	0.01382176495
267	0.01376771146
268	0.01373700802
269	0.01369971464
270	0.01367351687
271	0.01359330937
272	0.01354866362
273	0.01350863966
274	0.01348188796
275	0.01347778435
276	0.01343464284
277	0.01337315325
278	0.0133351172
279	0.01326723115
280	0.01319238281
281	0.01316544116
282	0.01312096699
283	0.01306491772
284	0.01301383067
285	0.01295084577
286	0.0129146477
287	0.01288457622
288	0.01286126245
289	0.01282734452
290	0.0127868743
291	0.01275585636
292	0.01272186364
293	0.0126863488
294	0.01262780577
295	0.01262770136
296	0.01257183555
297	0.01253058151
298	0.01250318206
299	0.01246796708
